UBR Number,UBR Year,Species Name,Number of birds,Details,Date first seen,Location,UBR Status,First NZ record?,Reference,
2000/053,2000,White-throated needletail,1,Live,Dec-03,"Taranaki, Pungaereere Stream, Rahotu",,Accepted,No,Medway 2001a
2000/052,2000,White-winged black tern,3,Live,Nov-15,"New Plymouth, Bell Block oxidation ponds",,Accepted,No,Medway 2001a
2000/051,2000,Common greenshank,1,Live,Feb-28,"New Plymouth, Waiongana estuary",,Accepted,No,Medway 2001a
2000/050,2000,Marsh sandpiper,1,Live,Feb-22,"New Plymouth, Waiongana estuary",,Accepted,No,Medway 2001a
2000/049,2000,Black noddy,1,Live,Sep-07,"Westland, Rapahoe",,Accepted,No,Medway 2001a
2000/048,2000,Gull-billed tern,1,Live,Jun-05,"Hawke's Bay, Lake Poukawa",,Accepted,No,Medway 2001a
2000/047,2000,Chestnut teal,1,Live,Apr-08,Manawatu estuary,,Accepted,No,Medway 2001a
2000/046,2000,Chestnut teal,1,Live,Mar-26,Manawatu estuary,,Accepted,No,Medway 2001a
2000/045,2000,Cape gannet,1,Live,Dec-21,"Hawke's Bay, Cape Kidnappers",,Accepted,Yes,Robertson & Stephenson 2005
2000/044,2000,Terek sandpiper,1,Live,Sep-23,Lake Ellesmere,,Accepted,No,Medway 2001a
2000/043,2000,Lesser sand plover,1,Live,Sep-16,Lake Ellesmere,,Accepted,No,Medway 2001a
2000/042,2000,Hudsonian godwit,1,Live,Sep-07,Lake Ellesmere,,Accepted,No,Medway 2001a
2000/041A,2000,Marsh sandpiper,1,Live,Nov-11,Lake Ellesmere,,Accepted,No,Medway 2001a
2000/041,2000,Marsh sandpiper,1,Live,Oct-27,Lake Ellesmere,,Accepted,No,Medway 2001a
2000/040,2000,Tree martin,0,,Dec-04,"Waikato coast, Raglan Beach",,,,
2000/039,2000,Little tern,1,Live,Dec-15,"Chatham Island, Te Whanga Lagoon",,Accepted,No,Miskelly et al. 2006
2000/038,2000,Black kite,1,Live,Aug-14,"Marlborough, Waihopai Valley Rd, near Renwick",,Accepted,,Medway 2001a
2000/037,2000,Chatham petrel,0,,Feb-19,"At sea, 759 nm SSW of Chatham Islands",,Not accepted,,
2000/036,2000,Chestnut teal,1,Live,Jul-02,Manawatu estuary,,Accepted,No,Medway 2001a
2000/035,2000,Sanderling,1,Live,Oct-15,"Coromandel Peninsula, Opoutere",,Accepted,No,Medway 2001a
2000/034,2000,Arctic tern,1,Live,Feb-29,"Lake Ellesmere, Taumutu",,Accepted,No,Medway 2001a
2000/033,2000,Common sandpiper,1,Live,Jun-15,"Taranaki, Hawera Oxidation Ponds",,Accepted,No,Medway 2001a
2000/032,2000,Leach's storm petrel,1,Dead,Oct-17,"Far North, Ninety Mile Beach",,Accepted,No,Medway 2001a
2000/031,2000,Sooty albatross,1,Live,Nov-03,Antipodes Island,,Accepted,No,Tennyson et al. 2002
2000/030,2000,Common tern,1,Live,Mar-05,Manawatu estuary,,Accepted,No,Medway 2001a
2000/029,2000,Bulwer's petrel,1,Dead,Jan-08,"Kapiti coast, Te Horo Beach",,Accepted,Yes,Medway 2001a
2000/028,2000,Newell's shearwater,1,Dead,Nov-13,"Northland, Dargaville Beach",,Accepted,Yes,Medway 2001a
2000/027,2000,Great knot,1,Live,Mar-20,"South Auckland, Clifton Beach, Turanga estuary, Whitford",,Accepted,No,Medway 2001a
2000/026,2000,Japanese snipe,1,Live,Dec-12,Manawatu estuary,,Accepted,No,Medway 2001a
2000/025,2000,Shore plover,1,Live,Jan-03,Manawatu estuary,,Accepted,No,Medway 2001a
2000/024,2000,Common tern,1,Live,Jan-23,Manawatu estuary,,Accepted,No,Medway 2001a
2000/023,2000,Black noddy,0,,Feb-02,"D'Urville Island, Stephens Passage",,,,
2000/022,2000,Common sandpiper,1,Live,Feb-06,Farewell Spit,,Accepted,,Medway 2001a
2000/021,2000,Noddy sp.,1,Live,Apr-12,"Hawkes Bay, Waimarama Beach",,Accepted,No,Medway 2001a
2000/020,2000,Kermadec petrel,1,Live,Jan-25,Kaikoura pelagic,,Accepted,No,Medway 2001a
2000/019,2000,White-fronted tern,0,Aberrant,Mar-05,Waipara and Ashley River,,Suspense,,
2000/018,2000,Whimbrel,1,Live,Feb-19,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,No,Medway 2001a
2000/017,2000,Black falcon,1,Live,Jan-02,"South Westland, Gillespies Beach",,Not accepted,,
2000/016,2000,Little whimbrel,1,Live,Jan-30,"Lake Ellesmere, Embankment Road",,Accepted,No,Medway 2001a
2000/015,2000,Ruff,1,Live,Dec-01,"Lake Ellesmere, Embankment Road",,Accepted,No,Medway 2001a
2000/014,2000,Hudsonian godwit,1,Live,Oct-03,"Lake Ellesmere, Embankment Road",,Accepted,No,Medway 2001a
2000/013,2000,Willie wagtail,1,Live,Oct-27,"Chatham Islands, Mangere Island",,Accepted,Yes,Gummer 2002
2000/012,2000,Greater sand plover,0,,Dec-24,Manawatu estuary,,Not accepted,,
2000/011,2000,White-throated needletail,1,Live,Dec-23,Hamilton,,Accepted,No,Medway 2001a
2000/010,2000,Fan-tailed cuckoo,1,Live,Dec-13,"North Canterbury, Culverden",,Accepted,No,Medway 2001a
2000/009,2000,Common tern,1,Live,Jan-21,Manawatu estuary,,Accepted,No,Medway 2001a
2000/008,2000,White-winged black tern,1,Live,Jan-09,Manawatu estuary,,Accepted,No,Medway 2001a
2000/007,2000,Shore plover,1,Live,Jan-03,Manawatu estuary,,Accepted,No,Medway 2001a
2000/006,2000,Japanese snipe,1,Live,Dec-12,Manawatu estuary,,Accepted,No,Medway 2001a
2000/005,2000,Fairy tern,1,Live,Dec-19,Manawatu estuary,,Accepted,No,Medway 2001a
2000/004,2000,Chestnut teal,1,Live,Mar-09,Manawatu estuary,,Accepted,No,Medway 2001a
2000/003,2000,Common tern,0,,Nov-14,"Rangaunu Harbour, Walker Island,",,Not accepted,,
2000/002,2000,Shore plover,1,Live,Dec-28,"New Plymouth, Waiongana estuary",,Accepted,,Medway 2001a
2000/001,2000,Eagle sp.,1,Live,Oct-31,"Bay of Plenty, Otarawairere",,Suspense,No,Medway 2000b
1999/028,1999,Lesser sand plover,1,Live,Apr-04,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,Yes,Parrish 2000
1999/027,1999,Kerguelen petrel,1,Died,Sep-07,"Dunedin, Chisholm Park Golf Course",,Accepted,,
1999/026,1999,Chestnut teal,1,Live,Mar-20,Manawatu estuary,,Accepted,,Medway 2000a
1999/025,1999,Arctic tern,1,Live,Apr-02,Manawatu estuary,,Accepted,,
1999/024,1999,White-winged black tern,0,,Feb-04,Manawatu estuary,,Accepted,,
1999/023,1999,White-winged black tern,1,Live,Feb-01,Manawatu estuary,,Accepted,,Medway 2000a
1999/022,1999,Oriental pratincole,1,Live,May-02,"New Plymouth, Bell Block oxidation ponds",,Accepted,,Medway 2000a
1999/021,1999,White-winged black tern,1,Live,Jan-31,Manawatu estuary,,Accepted,,Medway 2000a
1999/020,1999,Common tern,1,Live,Dec-25,Manawatu estuary,,Accepted,,Medway 2000a
1999/019,1999,White-winged black tern,1,Live,Feb-01,"Far North, Lake Waiporohita, Karikari Peninsula",,Accepted,,Medway 2000a
1999/018B,1999,Grey-backed tern,1,Live,Jan-03,"Kaipara Harbour, Papakanui Spit",,Suspense,No,Scofield 2006
1999/018A,1999,Grey-backed tern,1,Live,Feb-01,"Kaipara Harbour, Papakanui Spit",,Suspense,No,Scofield 2006
1999/018,1999,Grey-backed tern,1,Live,Feb-01,"Kaipara Harbour, Papakanui Spit",,Accepted,Yes,Scofield 2006
1999/017,1999,Soft-plumaged petrel,1,Live,Feb-02,Kaikoura,,Accepted,No,Medway 2001a
1999/016,1999,Kermadec petrel,1,Live,Jan-25,Kaikoura,,Accepted,No,Medway 2001a
1999/015A,1999,Pink-footed shearwater,1,Live,Feb-27,Kaikoura,,Accepted,No,Medway 2001a
1999/015,1999,Pink-footed shearwater,1,Live,Dec-14,Kaikoura,,Accepted,No,Medway 2001a
1999/014,1999,Great knot,1,Live,Dec-20,"Lake Ellesmere, Yarrs Bay",,Accepted,,Medway 2000a
1999/013,1999,Whimbrel,1,Live,Dec-28,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1999/012,1999,Stilt sandpiper,1,Live,Sep-26,"Lake Ellesmere, Embankment Road",,Accepted,,Medway 2001a
1999/011,1999,American whimbrel,1,Live,11/07/1998,Accepted,,,Medway 2000a,
1999/010,1999,Glossy ibis,1,Live,Mar-22,"Lake Ellesmere, Hart's Creek",,Accepted,,Medway 2000a
1999/009,1999,Pectoral sandpiper,1,Live,Feb-23,"Lake Ellesmere, near mouth of LII River",,Accepted,,Medway 2000a
1999/008,1999,Whimbrel,1,Live,Feb-01,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1999/007,1999,Grey-tailed tattler,1,Live,Jan-12,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1999/006,1999,White-winged black tern,3,Live,Dec-26,"Canterbury, Cooper's Lagoon and Rakaia River mouth",,Accepted,,Medway 2000a
1999/005,1999,Grey-tailed tattler,1,Live,Dec-22,"Lake Ellesmere, Jarvis Road",,Accepted,,Medway 2000a
1999/004,1999,Wandering tattler,2,Live,Dec-14,"Kaikoura Peninsula, Kean Point",,Accepted,,Medway 2000a
1999/003,1999,Glossy ibis,1,Live,Oct-06,"Lake Ellesmere, Johnston's Road",,Accepted,,Medway 2000a
1999/002,1999,Sanderling,1,Live,Oct-05,"North Canterbury, Ashworth's Lagoon",,Accepted,,Medway 2000a
1999/001,1999,Little tern,2,Live,Sep-28,"Lake Ellesmere, Greenpark Road",,Accepted,,Medway 2000a
1998/020,1998,White-winged black tern,1,Live,Nov-02,"Ahuriri estuary, Westshore Lagoons, Napier",,Accepted,,Medway 2000a
1998/019,1998,White-winged black tern,1,Live,Nov-21,"Ahuriri estuary, Westshore Lagoons, Napier",,Accepted,,Medway 2000a
1998/018,1998,Marsh sandpiper,6,Live,Mar-23,"Miranda, Firth of Thames",,Accepted,,Medway 2000a
1998/017,1998,Great knot,1,Live,Oct-24,Manawatu estuary,,Accepted,,Medway 2000a
1998/016,1998,Chestnut teal,1,Live,Jun-01,Manawatu estuary,,Accepted,,Medway 2000a
1998/014,1998,Stilt sandpiper,1,Live,Sep-09,"Lake Ellesmere, Yarrs Bay",,Accepted,Yes,Hill 2006
1998/013,1998,Long-toed stint,1,Live,Aug-31,"Lake Ellesmere, Greenpark Road",,Accepted,Yes,Petch et al. 2002
1998/012,1998,Wedge-tailed shearwater,1,,Jan-21,"Waikato coast, Taharoa Beach",,Accepted,,Medway 2000a
1998/011,1998,Common koel,1,Dead,Mar-01,"North Canterbury, Lees Valley, Ashley",,Not accepted,No,Gill et al. 2010
1998/010,1998,Sooty tern,1,Dead,Jul-01,Waikato beach,,Accepted,No,Medway 2000a
1998/009,1998,Plumed egret,3,Live,Aug-13,"Lake Ellesmere, near Yarrs Lagoon and the LII river",,Accepted,,Medway 2001a
1998/008,1998,Frigatebird sp.,1,Live,Feb-23,"Far North, Ahipara",,Accepted,,Medway 2000a
1998/007,1998,South Island kokako,0,,Oct-24,"South Westland, Abut Head",,Suspense,,
1998/006,1998,White tern,1,Died,May-11,"Waikato, Taupiri",,Accepted,,Medway 2000a
1998/005,1998,Black-faced monarch,1,Dead,Apr-19,"Taranaki, Stratford",,Accepted,Yes,Tennyson 1997
1998/004,1998,Barbary dove,1,Live,Dec-06,"Manawatu, near Halcombe",,Accepted,,Medway 2000a
1998/003,1998,Cattle egret,2,Live,Apr-22,Snares Islands,,Accepted,,Miskelly et al. 2001
1998/002,1998,Soft-plumaged petrel,1,Live,May-20,"At sea, just north of the Snares Islands",,Accepted,,Miskelly et al. 2001
1998/001,1998,Auckland Island shag,1,Live,Apr-03,Snares Islands,,Accepted,,Miskelly et al. 2001
1997/022,1997,Antarctic tern,1,Live,Nov-12,"Chatham Island, Ocean Bay",,Not accepted,,Bell & Bell 2002
1997/021,1997,Dollarbird,1,Live,Oct-11,"Golden Bay, Tukurua",,Accepted,,Medway 2000a
1997/020,1997,Northern pintail,1,Live,Oct-19,"Farewell Spit, Banana Pan",,Accepted,Yes,Petyt 1999
1997/019,1997,Pomarine skua,1,Live,Mar-07,Foxton Beach,,Accepted,,Medway 2000a
1997/018,1997,Subantarctic skua,1,Live,Nov-14,"Rangitikei River mouth, Tangimoana",,Accepted,,Medway 2000a
1997/017,1997,White-winged black tern,1,Live,Jan-04,Manawatu estuary and Lake Omanu,,Accepted,,Medway 2000a
1997/016,1997,Great frigatebird,1,Live,Jan-05,"Great Mercury Island, Mercury Cove",,Accepted,,Medway 2000a
1997/015,1997,Terek sandpiper,2,Live,Feb-15,"Ohiwa Harbour, Bay of Plenty",,Accepted,,Medway 2000a
1997/014,1997,White-winged black tern,3,Live,Jan-26,"Foxton, Lake Omanu (Foxton No. 1 Lake)",,Accepted,,Medway 2000a
1997/013,1997,White-winged black tern,1,Live,Jan-18,Manawatu estuary,,Accepted,,Medway 2000a
1997/012A,1997,Great knot,1,Live,Feb-22,Manawatu estuary,,Accepted,,Medway 2000a
1997/012,1997,Great knot,1,Live,Feb-06,Manawatu estuary,,Accepted,,Medway 2000a
1997/011,1997,Hudsonian godwit,1,Live,Feb-27,"Miranda, Firth of Thames",,Accepted,,Medway 2000a
1997/010,1997,Frigatebird sp.,1,Live,Jan-08,Whangarei Harbour mouth,,Accepted,,Medway 2000a
1997/009,1997,Great knot,0,,Dec-01,"Rangaunu Harbour, Walker Island,",,Not accepted,,
1997/008,1997,Red-necked phalarope,1,Live,Dec-23,"Miranda, Firth of Thames",,Accepted,,Medway 2000a
1997/007,1997,Laysan albatross,1,Live,Dec-08,"Hawke's Bay at sea, Lachlan Banks",,Accepted,Yes,Medway 2000a
1997/006,1997,Frigatebird sp.,0,,Jan-07,"Great Mercury Island, at sea",,Accepted,,
1997/005,1997,Sooty tern,1,Died,Jan-12,"Waikato, Te Pahu Farm",,Accepted,,Medway 2000a
1997/004,1997,Black noddy,1,Dead,Jan-21,"Waikato coast, Ruapuke Beach",,Accepted,,Medway 2000a
1997/003,1997,Long-tailed skua,1,Dead,Dec-25,"Waikato coast, Raglan Beach",,Accepted,,Medway 2000a
1997/002,1997,White-winged black tern,0,,Jan-13,"Far North, Lake Waiporohita, Karikari Peninsula",,Accepted,,
1997/001A,1997,Great frigatebird,1,Live,Jan-06,"Bay of Plenty, Rangitaiki River mouth",,Accepted,,Medway 2000a
1997/001,1997,Great frigatebird,1,Live,Jan-02,"Bay of Plenty, Rangitaiki River mouth",,Accepted,,Medway 2000a
1996/020,1996,Little whimbrel,1,Live,Oct-17,"Browns Island, Hauraki Gulf",,Accepted,,Medway 2000a
1996/019,1996,White-throated needletail,1,Dead,Nov-22,"Waikato coast, Taharoa Beach",,Accepted,,Medway 2000a
1996/018,1996,Channel-billed cuckoo,1,Dead,Nov-30,"Far North, near Te Paki Station",,Accepted,,Tennyson & Brackenbury 1998
1996/017,1996,South Island kokako,0,Live,Jul-01,various South Island and Stewart Island locations,,Not accepted,No,
1996/016,1996,White-naped petrel,0,,Dec-11,"At sea, north of Poor Knights",,Suspense,,
1996/015,1996,Brown booby,0,,Mar-28,"Far North at sea,",,Suspense,,
1996/014,1996,Grey noddy,0,,Feb-08,Far North at sea,,Suspense,,
1996/013,1996,White-naped petrel,0,,Jan-17,"Far North at sea, off Whangaroa Harbour",,Suspense,,
1996/012,1996,Kookaburra,0,,Jan-05,"Westland, Pororari River",,Not accepted,,
1996/011,1996,Channel-billed cuckoo,1,Dead,Oct-14,"Waikato coast, Raglan Beach",,Accepted,,Tennyson & Brackenbury 1998
1996/010,1996,Chestnut teal,1,Live,Mar-30,Manawatu estuary,,Accepted,,Medway 2000a
1996/009,1996,unidentified bird,0,,Feb-23,"Northland, Broadwood",,Not accepted,,
1996/008,1996,Fan-tailed cuckoo,0,,Jan-05,"Wairarapa, National Wildlife Centre, Mount Bruce",,Not accepted,,
1996/007,1996,Fan-tailed cuckoo,0,,Jan-07,"Wairarapa, National Wildlife Centre, Mount Bruce",,Not accepted,,
1996/006,1996,Common tern,0,,Nov-19,"Westland, Grey River mouth",,Not accepted,,
1996/005,1996,White-throated needletail,1,Live,Dec-05,Tiritiri Matangi Island,,Accepted,,Medway 2000a
1996/004,1996,Crested tern,1,Live,Nov-18,"Washdyke Lagoon, Timaru",,Accepted,,Medway 2000a
1996/003,1996,Cinnamon finch,0,,Jan-08,"Lake Wairarapa, east of Jury Island",,Suspense,,
1996/002,1996,Plumed egret,0,,Sep-20,"Invercargill, Waiopai Road",,Not accepted,,
1996/001,1996,Gull-billed tern,1,Live,Oct-30,"Southland, New River estuary, Invercargill",,Accepted,,Medway 2000a
1995/021,1995,Northern shoveler,1,Live,Jun-30,Gisborne,,Accepted,,Medway 2000a
1995/020,1995,Sooty albatross,0,,Jun-30,"At sea, Challenger Plateau, 40°S 168°E",,Accepted,,
1995/019,1995,Chestnut teal,3,Live,May-07,Manawatu estuary,,Accepted,,Medway 2000a
1995/018,1995,Arctic tern,0,,Nov-05,"Mackenzie Country, Lake Tekapo, lower Cass River",,Suspense,,
1995/017,1995,Black-winged petrel,0,,Apr-09,"Christchurch, Opawa",,Suspense,,
1995/016,1995,White-winged chough (or black falcon),0,,Jun-04,"Farewell Spit, Hilltop Track",,Suspense,,
1995/015,1995,Little whimbrel,1,Live,Mar-11,Lake Ellesmere,,Accepted,,Medway 2000a
1995/014,1995,Common greenshank,0,,Mar-26,Lake Ellesmere,,Suspense,,
1995/013,1995,Little stint,1,Live,Jan-04,Lake Ellesmere,,Accepted,No,Crocker et al. 2002
1995/012,1995,Dollarbird,1,Live,Apr-14,"Westland, Hokitika",,Accepted,,Medway 2000a
1995/011,1995,Greater sand plover,1,Live,Mar-09,"Otago, Aramoana",,Accepted,,Medway 2000a
1995/010,1995,Long-tailed skua,1,Dead,Mar-25,"Waikato coast, Kariotahi Beach",,Accepted,,Medway 2000a
1995/009,1995,Long-tailed skua,1,Dead,Feb-04,"Firth of Thames, between Piako and Waitakaruru Rivers",,Accepted,,Medway 2000a
1995/008,1995,Nankeen kestrel,1,Live,Apr-05,"Waikato, Naike, near Huntly",,Accepted,,Medway 2000a
1995/007,1995,Common sandpiper,1,Live,Dec-13,"Whangarei Harbour, Hatea River,",,Accepted,,Medway 2000a
1995/006,1995,White-winged black tern,1,Live,Nov-03,"Miranda, Firth of Thames",,Accepted,,Medway 2000a
1995/005,1995,Lesser frigatebird,1,Dead,Feb-04,"Waipu estuary, Northland",,Accepted,,Medway 2000a
1995/004,1995,Plumed egret,0,,Feb-06,,,Not accepted,,
1995/003,1995,Sanderling,1,Live,Dec-31,Manawatu estuary,,Accepted,,Medway 2000a
1995/002,1995,Crested tern,1,Live,Jan-05,Manawatu estuary,,Accepted,,Medway 2000a
1995/001,1995,Garganey,0,,Jan-18,"Manukau Harbour, Mangere ponds",,Suspense,,
1994/038,1994,Fork-tailed swift,0,Unknown,Nov-15,"Auckland, Oratia, Titirangi",,Suspense,No,
1994/037,1994,Common tern,0,,Dec-07,"Manukau Harbour, Mangere ponds",,Not accepted,,
1994/036,1994,Glossy ibis,1,Live,Oct-01,"Bay of Plenty, Opotiki",,Accepted,,Medway 2000a
1994/035,1994,Kookaburra,1,Live,May-15,Hamilton,,Accepted,No,Medway 2000a
1994/034,1994,Sooty albatross,1,Live,Nov-21,"At sea, Pukaki Rise (49°59'S 173°28'E)",,Accepted,,Medway 2000a
1994/033,1994,Grey-tailed tattler,1,Live,May-17,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1994/032,1994,Pomarine skua,0,,Dec-28,"Foxton Beach coast, Manawatu River",,Suspense,,
1994/031,1994,Chestnut teal,1,Live,May-08,Manawatu estuary,,Accepted,,Medway 2000a
1994/030,1994,Common tern,0,,Dec-20,Mangawhai Harbour,,Not accepted,,
1994/029,1994,Common tern,0,,Nov-27,"Manukau Harbour, Mangere ponds",,Not accepted,,
1994/028,1994,Arctic tern,1,Live,Nov-26,"Manukau Harbour, Mangere ponds",,Accepted,No,Sibson 1982
1994/027,1994,White-winged black tern,3,Live,Jun-25,"Lake Ellesmere, Kaitorete Spit",,Accepted,,Medway 2000a
1994/026,1994,Oriental pratincole,1,Live,Jan-21,Farewell Spit,,Accepted,,Medway 2000a
1994/025,1994,Greater sand plover,2,Live,Dec-07,Farewell Spit,,Accepted,,Medway 2000a
1994/024,1994,South Polar skua,1,Live,Jan-06,Farewell Spit,,Accepted,,Medway 2000a
1994/023,1994,Greater sand plover,3,Live,Dec-06,Farewell Spit,,Accepted,,Medway 2000a
1994/022,1994,Gentoo penguin,1,Live,Dec-14,"Banks Peninsula, Otanerito Bay",,Accepted,,Medway 2000a
1994/021,1994,King penguin,1,Live,Jan-05,"Campbell Island, Besselborough Bay,",,Accepted,,Medway 2000a
1994/020,1994,Oriental cuckoo,1,Live,Mar-08,Christchurch,,Accepted,,Medway 2000a
1994/019,1994,Snipe (Gallinago sp.),1,Live,Jan-06,"Canterbury, Cooper's Lagoon",,Accepted,,Medway 2000a
1994/018,1994,Little whimbrel,1,Live,Jan-13,"Miranda, Access Bay, Firth of Thames",,Accepted,,Medway 2000a
1994/017,1994,Fork-tailed swift,2,Live,Apr-07,"Northland, Warawara Plateau",,Accepted,,Medway 2000a
1994/016,1994,Great knot,1,Live,Oct-12,Lake Wairarapa,,Accepted,,Medway 2000a
1994/015,1994,unidentified petrel,0,,Jan-13,"Bay of Plenty at sea, between Motiti Island and Mt Maunganui",,Not accepted,,
1994/014,1994,American golden plover,0,,Jan-09,"Manukau Harbour, Kidd's shellbanks",,Suspense,,
1994/013,1994,Brown teal,2,Live,Dec-29,"South Auckland, Pukekohe Tuakau Oxidation Ponds",,Accepted,,Medway 2000a
1994/012,1994,Plumed egret,1,Live,Apr-22,"Waikato, Lake Whangape outlet",,Accepted,,Medway 2000a
1994/011,1994,Great knot,1,Live,Feb-01,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1994/010A,1994,Oriental dotterel,2,Live,Mar-13,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1994/010,1994,Oriental dotterel,2,Live,Mar-13,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1994/009,1994,Black kite,1,Live,Mar-01,"Mackenzie Country, Glentanner, Lake Pukaki",,Accepted,,Medway 2000a
1994/008,1994,Black kite,1,Live,Mar-30,"Marlborough, Renwick",,Accepted,,Medway 2000a
1994/007,1994,Pacific heron,0,,Jan-24,"Manawatu, Awahuri, Feilding",,Not accepted,,
1994/006,1994,Australian white-eyed duck,2,Live,Feb-17,"Westland, Lake Ryan, Cobden, Greymouth",,Accepted,No,Medway 2000a
1994/005,1994,Pink-footed shearwater,1,Live,Jan-20,Kaikoura,,Accepted,,Medway 2000a
1994/004,1994,Nankeen night heron,10,Live,Feb-17,Whanganui River,,Accepted,,Marsh & Lövei 1997
1994/003,1994,White-winged black tern,0,,Jan-30,"Canterbury, Cooper's Lagoon",,Not accepted,,
1994/002,1994,Darter,0,,Jan-04,"Far North, Kaeo",,Not accepted,,
1994/001,1994,Lesser yellowlegs,1,Live,Jan-04,"Ahuriri estuary, Napier",,Accepted,,Medway 2000a
1993/09,1993,Common sandpiper,1,Live,Jan-26,"Far North, Spirits Bay",,Accepted,,Medway 2000a
1993/039,1993,Chestnut teal,1,Live,Aug-21,"North Canterbury, Kowhai River mouth",,Accepted,,Medway 2000a
1993/038,1993,Grey plover,1,Live,Aug-20,Farewell Spit,,Accepted,,Medway 2000a
1993/037,1993,Greater sand plover,1,Live,Feb-27,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1993/036,1993,Common sandpiper,1,Live,Oct-12,"Waipara River mouth, Canterbury",,Accepted,,Medway 2000a
1993/035,1993,Australian hobby,0,,Sep-07,"Christchurch, Travis Wetland",,Suspense,,
1993/034,1993,Chestnut-breasted shelduck,1,Live,Jan-02,"Farewell Spit, Puponga Farm Park",,Accepted,,Medway 2000a
1993/033,1993,Oriental cuckoo,1,Live,Nov-28,"King Country, Te Kuiti, Mapara South Road",,Accepted,,Medway 2000a
1993/032,1993,Grey phalarope,1,Live,Jul-08,"Otago, Inch Clutha Lagoon",,Accepted,,Medway 2000a
1993/031,1993,Black kite,1,Live,Jul-21,"Marlborough, Rapaura",,Accepted,,Medway 2000a
1993/030,1993,Chestnut teal,1,Live,Jun-19,Manawatu estuary,,Accepted,,Medway 2000a
1993/029,1993,Oriental cuckoo,1,Live,Mar-13,Christchurch,,Accepted,,Medway 2000a
1993/028,1993,White-winged black tern,1,Live,Apr-24,"Canterbury, Cooper's Lagoon",,Accepted,,Medway 2000a
1993/027,1993,Broad-billed sandpiper,1,Live,Nov-15,Manawatu estuary,,Accepted,,Medway 2000a
1993/026,1993,Northern shoveler,1,Live,May-08,"Bay of Plenty, Matata Lagoon",,Accepted,,Medway 2000a
1993/025,1993,Western rockhopper penguin,1,Live,Mar-05,Snares Islands,,Accepted,,Miskelly et al. 2001
1993/024,1993,Red-necked avocet,0,Unknown,Mar-15,"Nelson, Boulder Bank",,Not accepted,No,
1993/023,1993,Little stint,1,Live,Nov-30,Lake Ellesmere,,Accepted,Yes,Crocker et al. 2002
1993/022,1993,Common tern,0,,Apr-27,Hauraki Gulf north of Noises Islands,,Not accepted,,
1993/021,1993,Soft-plumaged petrel,1,Live,Mar-15,"Otago at sea, off Taiaroa Head",,Accepted,,Medway 2000a
1993/020,1993,Swift sp.,2,Live,Mar-21,"Queen Charlotte Track, Torea Saddle",,Accepted,,Medway 2000a
1993/019,1993,Long-tailed skua,0,,Mar-31,"Great Barrier Island, head of Wairaki Bay, Port Fitzroy",,Not accepted,,
1993/018,1993,Marsh sandpiper,4,Live,Jan-01,"Manukau Harbour, Mangere ponds",,Accepted,,Medway 2000a
1993/017,1993,Grey plover,1,Live,Dec-27,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1993/016,1993,Subantarctic skua,1,Dead,Nov-25,"Manukau Harbour, Mangere ponds",,Accepted,,Medway 2000a
1993/015,1993,Hudsonian godwit,1,Live,Jul-05,"Manukau Harbour, Whatapaka Inlet",,Accepted,,Medway 2000a
1993/014,1993,Broad-billed sandpiper,1,Live,Dec-27,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1993/013,1993,Long-tailed skua,0,,Feb-22,"Washdyke Lagoon, Timaru",,Not accepted,,
1993/012C,1993,Snipe (Gallinago sp.),3,Live,Jan-09,Lake Wairarapa,,Accepted,,Medway 2000a
1993/012B,1993,Snipe (Gallinago sp.),3,Live,Jan-09,Lake Wairarapa,,Accepted,,Medway 2000a
1993/012A,1993,Snipe (Gallinago sp.),3,Live,Jan-09,Lake Wairarapa,,Accepted,,Medway 2000a
1993/011,1993,Chestnut teal,1,Live,Jan-14,"Otago, Karitane",,Accepted,,Medway 2000a
1993/010,1993,Adelie penguin,1,Live,Jan-08,Kaikoura,,Accepted,No,Cossee & Mills 1993
1993/008-R,1993,Black-winged petrel,1,Dead,Jan-10,"Muriwai Beach, Auckland",,Accepted,,Medway 2000a
1993/008,1993,Gould's petrel,1,Dead,Jan-10,"Muriwai Beach, Auckland",,Suspense,,Powlesland & Powlesland 1994
1993/007,1993,Black kite,1,Live,Aug-13,"Marlborough, Renwick",,Accepted,Yes,Medway 2000a
1993/006,1993,Common sandpiper,1,Live,Feb-24,"Marlborough, Wairau River mouth",,Accepted,,Medway 2000a
1993/005,1993,Fan-tailed cuckoo,1,Live,Oct-27,"Far North, Karikari Bay",,Accepted,,Medway 2000a
